Index,Q1_text,Q1_code,Q2_text,Q2_code,Q3_text,Q3_code,Q4_text,Q4_code,Q5_text,Q5_code,Q6_text,Q6_code,Q7_text,Q7_code,Q8_text,Q8_code,Q9_text_original,Q9_code,Q10_text,Q10_code,Q11_text,Q11_code,Q12_text,Q12_code,Q13_text,Q13_code,Q14_text,Q14_code,Q15_text,Q15_code,Q16_text_original,Q16_code,Q17_text,Q17_code,Q18_text,Q18_code,Q19_text,Q19_code,Q20_text,Q20_code,Q21_text,Q21_code,Q22_text,Q22_code,Q23_text,Q23_code,Q24_text,Q24_code,Q25_text,Q25_code,Q26_text,Q26_code,Q27_text,Q27_code,Q28_text_original,Q28_code,Q29_text_original,Q29_code,Q30_text,Q30_code,Q31_text_original,Q31_code,Q32_text,Q32_code,Q33_text,Q33_code,Q34_text,Q34_code,Q29 text,Q16_text,Q9_text,Q28_text,Q29_text,Q31_text
7207,Grade 7,2,Male,1,I live with my parents,2,No,2,,-1,,-1,Very confident,5,Often,4,"['Novels', 'Non-fiction', 'Comic books']","1,3,5",Always,5,Always,5,Very confident,5,Yes,1,Yes,1,Neutral,3,"['Participating in fun events', 'Learning new things', 'Extracurricular activities']","3,4,7",,-1,,-1,,-1,30 minutes to 1 hour,2,Always,5,6-7 hours,2,Often,4,2-3 times per week,4,30-60 minutes,3,Healthy,4,Stressed,4,"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Draw or create art', 'Take a walk or go outside']","1,2,3,4,7,8","['Sports', 'Drawing', 'Playing video games', 'Listening to music', 'Arts and crafts']","1,2,3,7,9",Around 1 hour,2,"['WeChat', 'QQ', 'Bilibili', 'Other']","1,3,6,8",Once or twice per month,2,Regularly (Once a week),4,Class B,2,,"['Participating in fun events', 'Learning new things', 'Extracurricular activities']","['Novels', 'Non-fiction', 'Comic books']","['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Draw or create art', 'Take a walk or go outside']","['Sports', 'Drawing', 'Playing video games', 'Listening to music', 'Arts and crafts']","['WeChat', 'QQ', 'Bilibili', 'Other']"
7208,Grade 7,2,Female,2,I live in the dorm,1,No,2,,-1,,-1,Neutral,3,Rarely,2,"['Novels', 'Short stories', 'School materials']","1,2,4",Sometimes,3,Sometimes,3,A little confident,2,Yes,1,No,2,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,7,8",,-1,,-1,,-1,30 minutes to 1 hour,2,Often,4,8-9 hours,3,Often,4,Every day,5,,-1,Healthy,4,Stressed,4,"['Sports', 'Play games', 'Listen to music', 'Watch videos or movies', 'Take a walk or go outside', 'Sleep or rest']","1,3,4,5,8,9","['Drawing', 'Playing video games', 'Listening to music', 'Arts and crafts']","2,3,7,9",Less than 1 hour,1,"['WeChat', 'TikTok (Douyin)', 'Xiaohongshu', 'Other']","1,2,4,8",Never,1,Often (2-3 times a week),5,Class B,2,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Extracurricular activities', 'Enjoying the school environment']","['Novels', 'Short stories', 'School materials']","['Sports', 'Play games', 'Listen to music', 'Watch videos or movies', 'Take a walk or go outside', 'Sleep or rest']","['Drawing', 'Playing video games', 'Listening to music', 'Arts and crafts']","['WeChat', 'TikTok (Douyin)', 'Xiaohongshu', 'Other']"
7209,Grade 7,2,Male,1,Other,4,No,2,,-1,,-1,Neutral,3,Never,1,"['Novels', 'Short stories', 'Non-fiction', 'School materials', 'Comic books', 'Other']","1,2,3,4,5,6",Rarely,2,Often,4,Neutral,3,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",,-1,,-1,,-1,30 minutes to 1 hour,2,Always,5,Less than 6 hours,1,Sometimes,3,2-3 times per week,4,More than 1 hour,4,Very healthy,5,Neutral,3,"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Sleep or rest']","1,2,3,4,5,6,7,9","['Sports', 'Drawing', 'Playing video games', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends', 'Arts and crafts', 'Other']","1,2,3,4,5,6,7,8,9,10",2 hours,3,"['WeChat', 'Xiaohongshu', 'Bilibili', 'Other']","1,4,6,8",Once or twice per month,2,Regularly (Once a week),4,Class C,3,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","['Novels', 'Short stories', 'Non-fiction', 'School materials', 'Comic books', 'Other']","['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Sleep or rest']","['Sports', 'Drawing', 'Playing video games', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends', 'Arts and crafts', 'Other']","['WeChat', 'Xiaohongshu', 'Bilibili', 'Other']"
7210,Grade 7,2,Female,2,I live with my parents,2,No,2,,-1,,-1,Not confident at all,1,Rarely,2,"['Novels', 'School materials']","1,4",Rarely,2,Sometimes,3,Not confident at all,1,Yes,1,Yes,1,Neutral,3,['Meeting my friends'],1,Drama,13,Chinese,4,Art,11,1-2 hours,3,Always,5,6-7 hours,2,Sometimes,3,Once a week,3,15-30 minutes,2,Very healthy,5,A little stressed,2,['Sleep or rest'],9,"['Drawing', 'Watching videos', 'Listening to music']","2,4,7",Less than 1 hour,1,['Bilibili'],6,Never,1,Occasionally (Once a month),2,Class B,2,,['Meeting my friends'],"['Novels', 'School materials']",['Sleep or rest'],"['Drawing', 'Watching videos', 'Listening to music']",['Bilibili']
7211,Grade 7,2,Female,2,I live with my parents,2,Yes,1,One,1,I have an older brother,3,Not confident at all,1,Rarely,2,"['Short stories', 'School materials', 'Comic books']","2,4,5",Rarely,2,Rarely,2,A little confident,2,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Extracurricular activities']","1,7",Art,11,English,2,Chinese,4,1-2 hours,3,Sometimes,3,6-7 hours,2,Sometimes,3,Once a week,3,15-30 minutes,2,A little,2,Stressed,4,"['Talk to friends or family', 'Listen to music', 'Watch videos or movies', 'Draw or create art', 'Sleep or rest']","2,4,5,7,9","['Drawing', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","2,7,8,9",2-3 hours,4,['WeChat'],1,Once or twice per month,2,Never,1,Class B,2,,"['Meeting my friends', 'Extracurricular activities']","['Short stories', 'School materials', 'Comic books']","['Talk to friends or family', 'Listen to music', 'Watch videos or movies', 'Draw or create art', 'Sleep or rest']","['Drawing', 'Listening to music', 'Socializing with friends', 'Arts and crafts']",['WeChat']
7212,Grade 7,2,Male,1,I live with my parents,2,Yes,1,Two,2,I have an older sister,1,Not confident at all,1,Sometimes,3,"['Novels', 'School materials']","1,4",Often,4,Often,4,Very confident,5,Yes,1,Yes,1,Strongly agree,5,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",,-1,,-1,P.E.,12,30 minutes to 1 hour,2,Always,5,8-9 hours,3,Never,1,Every day,5,More than 1 hour,4,Very healthy,5,Not stressed at all,1,"['Play games', 'Listen to music', 'Sleep or rest']","3,4,9","['Playing video games', 'Listening to music']","3,7",2 hours,3,"['WeChat', 'Bilibili']","1,6",Once a week,3,Often (2-3 times a week),5,Class B,2,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","['Novels', 'School materials']","['Play games', 'Listen to music', 'Sleep or rest']","['Playing video games', 'Listening to music']","['WeChat', 'Bilibili']"
7213,Grade 7,2,Female,2,I live with my parents,2,Yes,1,Two,2,I have a younger sister,2,Neutral,3,Rarely,2,"['Short stories', 'School materials']","2,4",Sometimes,3,Sometimes,3,Neutral,3,Yes,1,Yes,1,Strongly agree,5,"['Meeting my friends', 'Extracurricular activities']","1,7",English Art,14,English,2,English Art,14,1-2 hours,3,Often,4,6-7 hours,2,Never,1,Once a week,3,15-30 minutes,2,Healthy,4,Neutral,3,"['Play games', 'Listen to music', 'Watch videos or movies', 'Sleep or rest']","3,4,5,9","['Playing video games', 'Listening to music', 'Arts and crafts']","3,7,9",More than 3 hours,5,"['WeChat', 'TikTok (Douyin)', 'Xiaohongshu', 'Weibo', 'Bilibili']","1,2,4,5,6",Once or twice per month,2,Sometimes (Every other week),3,Class B,2,,"['Meeting my friends', 'Extracurricular activities']","['Short stories', 'School materials']","['Play games', 'Listen to music', 'Watch videos or movies', 'Sleep or rest']","['Playing video games', 'Listening to music', 'Arts and crafts']","['WeChat', 'TikTok (Douyin)', 'Xiaohongshu', 'Weibo', 'Bilibili']"
7214,Grade 7,2,Male,1,I live with my parents,2,,-1,,-1,,-1,Not confident at all,1,Sometimes,3,['Other'],6,Often,4,Rarely,2,Very confident,5,Yes,1,No,2,Strongly agree,5,"['Participating in fun events', 'Learning new things', 'Working on group projects', 'Extracurricular activities', 'Enjoying the school environment']","3,4,5,7,8",Chinese,4,,-1,,-1,1-2 hours,3,Always,5,6-7 hours,2,Sometimes,3,Once a month,2,15-30 minutes,2,Not at all,1,Neutral,3,"['Play games', 'Watch videos or movies', 'Read books', 'Take a walk or go outside', 'Sleep or rest']","3,5,6,8,9","['Playing video games', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends']","3,4,5,6,7,8",2 hours,3,"['WeChat', 'QQ', 'Other']","1,3,8",Never,1,Sometimes (Every other week),3,Class B,2,,"['Participating in fun events', 'Learning new things', 'Working on group projects', 'Extracurricular activities', 'Enjoying the school environment']",['Other'],"['Play games', 'Watch videos or movies', 'Read books', 'Take a walk or go outside', 'Sleep or rest']","['Playing video games', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends']","['WeChat', 'QQ', 'Other']"
7215,Grade 7,2,Male,1,I live with my parents,2,No,2,,-1,,-1,Confident,4,Sometimes,3,"['Novels', 'Short stories', 'Non-fiction', 'School materials', 'Comic books']","1,2,3,4,5",Rarely,2,Sometimes,3,Confident,4,Yes,1,Yes,1,Strongly agree,5,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",,-1,Drama,13,STEM,16,1-2 hours,3,Always,5,8-9 hours,3,Always,5,,-1,15-30 minutes,2,Neutral,3,Neutral,3,"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside', 'Sleep or rest']","1,2,3,4,5,6,7,8,9","['Sports', 'Drawing', 'Playing video games', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends', 'Arts and crafts', 'Other']","1,2,3,4,5,6,7,8,9,10",Less than 1 hour,1,"['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Weibo', 'Bilibili', 'Kuaishou']","1,2,3,4,5,6,7",Once a week,3,Often (2-3 times a week),5,Class C,3,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","['Novels', 'Short stories', 'Non-fiction', 'School materials', 'Comic books']","['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside', 'Sleep or rest']","['Sports', 'Drawing', 'Playing video games', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends', 'Arts and crafts', 'Other']","['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Weibo', 'Bilibili', 'Kuaishou']"
7216,Grade 7,2,Male,1,I live with my parents,2,Yes,1,One,1,I have a younger brother,4,Not confident at all,1,Never,1,['Short stories'],2,Often,4,Often,4,A little confident,2,No,2,No,2,Disagree,2,"['Meeting my friends', 'Participating in fun events', 'Learning new things', 'Extracurricular activities']","1,3,4,7",Art,11,English,2,P.E.,12,1-2 hours,3,Often,4,6-7 hours,2,Rarely,2,Every day,5,15-30 minutes,2,Healthy,4,,-1,['Play games'],3,"['Sports', 'Playing video games', 'Watching videos', 'Listening to music']","1,3,4,7",More than 3 hours,5,"['WeChat', 'TikTok (Douyin)', 'QQ', 'Bilibili']","1,2,3,6",Once or twice per month,2,Regularly (Once a week),4,Class C,3,,"['Meeting my friends', 'Participating in fun events', 'Learning new things', 'Extracurricular activities']",['Short stories'],['Play games'],"['Sports', 'Playing video games', 'Watching videos', 'Listening to music']","['WeChat', 'TikTok (Douyin)', 'QQ', 'Bilibili']"
7217,Grade 7,2,Female,2,I live with my parents,2,Yes,1,One,1,I have a younger sister,2,Neutral,3,Often,4,"['Novels', 'Short stories', 'Comic books']","1,2,5",Sometimes,3,Always,5,Neutral,3,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Interacting with my teachers']","1,2",P.E.,12,Math,1,Art,11,Less than 30 minutes,1,Rarely,2,6-7 hours,2,Never,1,2-3 times per week,4,More than 1 hour,4,Neutral,3,Not stressed at all,1,"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside']","1,2,3,4,5,6,7,8","['Sports', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends']","1,4,5,6,7,8",2-3 hours,4,"['WeChat', 'TikTok (Douyin)', 'Xiaohongshu', 'Weibo']","1,2,4,5",Once a week,3,Often (2-3 times a week),5,Class C,3,,"['Meeting my friends', 'Interacting with my teachers']","['Novels', 'Short stories', 'Comic books']","['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside']","['Sports', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends']","['WeChat', 'TikTok (Douyin)', 'Xiaohongshu', 'Weibo']"
7218,Grade 7,2,Male,1,I live with my parents,2,No,2,,-1,,-1,A little confident,2,Rarely,2,"['Novels', 'Short stories']","1,2",Never,1,Sometimes,3,Confident,4,No,2,Yes,1,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",ESL,3,Geography,9,Art,11,1-2 hours,3,Always,5,8-9 hours,3,Sometimes,3,Every day,5,15-30 minutes,2,Neutral,3,Stressed,4,"['Sports', 'Play games', 'Listen to music', 'Sleep or rest']","1,3,4,9","['Sports', 'Playing video games', 'Watching videos', 'Studying', 'Listening to music', 'Socializing with friends']","1,3,4,6,7,8",Less than 1 hour,1,['WeChat'],1,Once or twice per month,2,Sometimes (Every other week),3,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","['Novels', 'Short stories']","['Sports', 'Play games', 'Listen to music', 'Sleep or rest']","['Sports', 'Playing video games', 'Watching videos', 'Studying', 'Listening to music', 'Socializing with friends']",['WeChat']
7219,Grade 7,2,Male,1,I live with my parents,2,No,2,,-1,,-1,Not confident at all,1,Rarely,2,['Novels'],1,Sometimes,3,Rarely,2,Confident,4,Yes,1,Yes,1,Disagree,2,['Meeting my friends'],1,Chinese,4,English,2,Math,1,More than 2 hours,4,Always,5,8-9 hours,3,Never,1,2-3 times per week,4,More than 1 hour,4,Not at all,1,Very stressed,5,['Talk to friends or family'],2,"['Drawing', 'Playing video games', 'Studying', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","2,3,6,7,8,9",Less than 1 hour,1,['Bilibili'],6,Once or twice per month,2,Never,1,Class B,2,,['Meeting my friends'],['Novels'],['Talk to friends or family'],"['Drawing', 'Playing video games', 'Studying', 'Listening to music', 'Socializing with friends', 'Arts and crafts']",['Bilibili']
8A01,Grade 8,3,Male,1,I live with my parents,2,No,2,,-1,,-1,Neutral,3,Often,4,['Novels'],1,Often,4,Often,4,Neutral,3,No,2,Yes,1,Neutral,3,"['Exploring my favorite subjects', 'Extracurricular activities']","6,7",Math,1,Chinese,4,Math,1,1-2 hours,3,Often,4,6-7 hours,2,Rarely,2,2-3 times per week,4,More than 1 hour,4,Healthy,4,Neutral,3,"['Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Sleep or rest']","2,3,4,5,9","['Sports', 'Playing video games', 'Watching videos', 'Socializing with friends']","1,3,4,8",2-3 hours,4,"['WeChat', 'TikTok (Douyin)', 'QQ', 'Bilibili', 'Other']","1,2,3,6,8",Once or twice per month,2,Often (2-3 times a week),5,Class A,1,,"['Exploring my favorite subjects', 'Extracurricular activities']",['Novels'],"['Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Sleep or rest']","['Sports', 'Playing video games', 'Watching videos', 'Socializing with friends']","['WeChat', 'TikTok (Douyin)', 'QQ', 'Bilibili', 'Other']"
8A02,Grade 8,3,Male,1,I live with my parents,2,Yes,1,One,1,I have an older brother,3,Confident,4,Rarely,2,['Short stories'],2,Often,4,Often,4,Confident,4,Yes,1,Yes,1,Agree,4,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",History,8,Math,1,Biology,7,More than 2 hours,4,Sometimes,3,8-9 hours,3,Often,4,Every day,5,30-60 minutes,3,Healthy,4,Neutral,3,"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside', 'Sleep or rest']","1,2,3,4,5,6,7,8,9","['Sports', 'Drawing', 'Playing video games', 'Watching videos', 'Reading', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","1,2,3,4,5,7,8,9",Less than 1 hour,1,"['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Bilibili', 'Other']","1,2,3,4,6,8",Once a week,3,Sometimes (Every other week),3,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']",['Short stories'],"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside', 'Sleep or rest']","['Sports', 'Drawing', 'Playing video games', 'Watching videos', 'Reading', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Bilibili', 'Other']"
8A03,Grade 8,3,Female,2,I live with my parents,2,No,2,,-1,,-1,Neutral,3,Sometimes,3,"['Novels', 'Short stories', 'Non-fiction', 'School materials']","1,2,3,4",Always,5,Often,4,Not confident at all,1,Yes,1,No,2,Neutral,3,"['Meeting my friends', 'Extracurricular activities']","1,7",Chinese,4,Math,1,Biology,7,30 minutes to 1 hour,2,Always,5,6-7 hours,2,Rarely,2,2-3 times per week,4,30-60 minutes,3,A little,2,A little stressed,2,"['Talk to friends or family', 'Play games', 'Listen to music', 'Draw or create art', 'Sleep or rest']","2,3,4,7,9","['Drawing', 'Playing video games', 'Socializing with friends', 'Arts and crafts']","2,3,8,9",More than 3 hours,5,"['WeChat', 'TikTok (Douyin)', 'Other']","1,2,8",Once or twice per month,2,Occasionally (Once a month),2,Class A,1,,"['Meeting my friends', 'Extracurricular activities']","['Novels', 'Short stories', 'Non-fiction', 'School materials']","['Talk to friends or family', 'Play games', 'Listen to music', 'Draw or create art', 'Sleep or rest']","['Drawing', 'Playing video games', 'Socializing with friends', 'Arts and crafts']","['WeChat', 'TikTok (Douyin)', 'Other']"
8A04,Grade 8,3,Female,2,I live with my parents,2,No,2,,-1,,-1,Confident,4,Often,4,"['Novels', 'School materials']","1,4",Rarely,2,Sometimes,3,Neutral,3,No,2,No,2,Strongly agree,5,"['Meeting my friends', 'Participating in fun events', 'Exploring my favorite subjects', 'Extracurricular activities']","1,3,6,7",Chemistry,5,Drama,13,STEM,16,1-2 hours,3,Always,5,6-7 hours,2,Sometimes,3,Every day,5,15-30 minutes,2,Healthy,4,Neutral,3,"['Talk to friends or family', 'Listen to music', 'Watch videos or movies', 'Draw or create art', 'Take a walk or go outside']","2,4,5,7,8","['Drawing', 'Reading', 'Socializing with friends']","2,5,8",Less than 1 hour,1,['WeChat'],1,Never,1,Regularly (Once a week),4,Class A,1,,"['Meeting my friends', 'Participating in fun events', 'Exploring my favorite subjects', 'Extracurricular activities']","['Novels', 'School materials']","['Talk to friends or family', 'Listen to music', 'Watch videos or movies', 'Draw or create art', 'Take a walk or go outside']","['Drawing', 'Reading', 'Socializing with friends']",['WeChat']
8A06,Grade 8,3,Male,1,I live in the dorm,1,No,2,,-1,,-1,Confident,4,Often,4,"['Novels', 'Short stories', 'Non-fiction', 'School materials']","1,2,3,4",Sometimes,3,Often,4,Confident,4,Yes,1,Yes,1,Strongly agree,5,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",English,2,Chemistry,5,English,2,1-2 hours,3,Always,5,8-9 hours,3,Often,4,Every day,5,30-60 minutes,3,Very healthy,5,Neutral,3,"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside']","1,2,3,4,5,6,7,8","['Sports', 'Drawing', 'Playing video games', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","1,2,3,4,5,6,7,8,9",Around 1 hour,2,"['WeChat', 'TikTok (Douyin)']","1,2",Once or twice per month,2,Sometimes (Every other week),3,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","['Novels', 'Short stories', 'Non-fiction', 'School materials']","['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside']","['Sports', 'Drawing', 'Playing video games', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","['WeChat', 'TikTok (Douyin)']"
8A07,Grade 8,3,Male,1,I live in the dorm,1,No,2,,-1,,-1,A little confident,2,Sometimes,3,"['Novels', 'Short stories']","1,2",Never,1,Often,4,Neutral,3,Yes,1,Yes,1,Strongly agree,5,"['Meeting my friends', 'Participating in fun events', 'Enjoying the school environment']","1,3,8",Math,1,Math,1,Physics,6,1-2 hours,3,Sometimes,3,6-7 hours,2,Rarely,2,2-3 times per week,4,15-30 minutes,2,Healthy,4,Stressed,4,"['Play games', 'Listen to music', 'Watch videos or movies', 'Draw or create art', 'Sleep or rest']","3,4,5,7,9","['Playing video games', 'Watching videos', 'Arts and crafts']","3,4,9",2 hours,3,"['WeChat', 'TikTok (Douyin)']","1,2",Once or twice per month,2,Sometimes (Every other week),3,Class A,1,,"['Meeting my friends', 'Participating in fun events', 'Enjoying the school environment']","['Novels', 'Short stories']","['Play games', 'Listen to music', 'Watch videos or movies', 'Draw or create art', 'Sleep or rest']","['Playing video games', 'Watching videos', 'Arts and crafts']","['WeChat', 'TikTok (Douyin)']"
8A14,Grade 8,3,Female,2,I live with my parents,2,No,2,,-1,,-1,A little confident,2,Rarely,2,"['Novels', 'School materials', 'Comic books']","1,4,5",Often,4,Sometimes,3,A little confident,2,Yes,1,Yes,1,Strongly agree,5,['Extracurricular activities'],7,Art,11,Art,11,P.E.,12,1-2 hours,3,Sometimes,3,6-7 hours,2,Rarely,2,Every day,5,30-60 minutes,3,Neutral,3,A little stressed,2,"['Play games', 'Listen to music']","3,4","['Playing video games', 'Listening to music']","3,7",2 hours,3,['WeChat'],1,Once or twice per month,2,Never,1,Class A,1,,['Extracurricular activities'],"['Novels', 'School materials', 'Comic books']","['Play games', 'Listen to music']","['Playing video games', 'Listening to music']",['WeChat']
8B01,Grade 8,3,Male,1,I live with my parents,2,No,2,,-1,,-1,Not confident at all,1,Rarely,2,"['Novels', 'Comic books']","1,5",Often,4,Often,4,Not confident at all,1,Yes,1,No,2,Disagree,2,['Meeting my friends'],1,Math,1,ESL,3,P.E.,12,1-2 hours,3,Never,1,6-7 hours,2,Never,1,2-3 times per week,4,More than 1 hour,4,Not at all,1,Stressed,4,"['Sports', 'Play games', 'Listen to music']","1,3,4","['Playing video games', 'Watching videos']","3,4",Around 1 hour,2,['Bilibili'],6,Once or twice per month,2,Often (2-3 times a week),5,Class B,2,,['Meeting my friends'],"['Novels', 'Comic books']","['Sports', 'Play games', 'Listen to music']","['Playing video games', 'Watching videos']",['Bilibili']
8B02,Grade 8,3,Male,1,I live in the dorm,1,Yes,1,One,1,I have an older sister,1,Not confident at all,1,Every day,5,['School materials'],4,Often,4,Sometimes,3,Neutral,3,Yes,1,Yes,1,Neutral,3,['Other'],9,Other,17,Other,17,,-1,More than 2 hours,4,Often,4,8-9 hours,3,Never,1,Every day,5,15-30 minutes,2,Neutral,3,Stressed,4,['Other'],10,"['Playing video games', 'Listening to music', 'Socializing with friends', 'Other']","3,7,8,10",Less than 1 hour,1,"['WeChat', 'Bilibili', 'Other']","1,6,8",Once or twice per month,2,Regularly (Once a week),4,Class B,2,,['Other'],['School materials'],['Other'],"['Playing video games', 'Listening to music', 'Socializing with friends', 'Other']","['WeChat', 'Bilibili', 'Other']"
8B03,Grade 8,3,Female,2,I live with my grandparents,3,Yes,1,One,1,I have an older brother,3,Not confident at all,1,Rarely,2,['Novels'],1,Rarely,2,Rarely,2,Not confident at all,1,No,2,No,2,Disagree,2,"['Meeting my friends', 'Extracurricular activities', 'Enjoying the school environment']","1,7,8",Art,11,Math,1,Other,17,More than 2 hours,4,Sometimes,3,8-9 hours,3,Sometimes,3,Once a week,3,15-30 minutes,2,A little,2,Stressed,4,"['Talk to friends or family', 'Other']","2,10","['Socializing with friends', 'Other']","8,10",2 hours,3,"['WeChat', 'TikTok (Douyin)', 'Xiaohongshu', 'Weibo', 'Other']","1,2,4,5,8",Never,1,Never,1,Class B,2,,"['Meeting my friends', 'Extracurricular activities', 'Enjoying the school environment']",['Novels'],"['Talk to friends or family', 'Other']","['Socializing with friends', 'Other']","['WeChat', 'TikTok (Douyin)', 'Xiaohongshu', 'Weibo', 'Other']"
